target,id,question,question_concept,input,input_choices
B,03f06f77aaf80b5f5e296ffbd11e9d82,"{'question_concept': 'books', 'choices': [{'label': 'A', 'text': ""friend's house""}, {'label': 'B', 'text': 'university'}, {'label': 'C', 'text': 'large city'}, {'label': 'D', 'text': 'storage'}, {'label': 'E', 'text': 'table'}], 'stem': 'Where are required to carry books all day?'}",books,Where are required to carry books all day?,"A: friend's house, B: university, C: large city, D: storage, E: table"
B,c55c31b5a2aa996f3b75ad88c017a6b9,"{'question_concept': 'steak', 'choices': [{'label': 'A', 'text': 'oven'}, {'label': 'B', 'text': 'freezer'}, {'label': 'C', 'text': 'plate'}, {'label': 'D', 'text': 'tupperware'}, {'label': 'E', 'text': 'grill'}], 'stem': 'how can i store cooked steak?'}",steak,how can i store cooked steak?,"A: oven, B: freezer, C: plate, D: tupperware, E: grill"
A,db7f2bfdabcf53d6778fd7af80b603d2,"{'question_concept': 'pamphlets', 'choices': [{'label': 'A', 'text': 'bookstore'}, {'label': 'B', 'text': 'drawer'}, {'label': 'C', 'text': 'health department'}, {'label': 'D', 'text': 'mail box'}, {'label': 'E', 'text': 'library'}], 'stem': 'Where would you go to get some pamphlets if you want to own them?'}",pamphlets,Where would you go to get some pamphlets if you want to own them?,"A: bookstore, B: drawer, C: health department, D: mail box, E: library"
E,315baf79f8dd3673f67a90de0758240e,"{'question_concept': 'control room', 'choices': [{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'factory'}, {'label': 'C', 'text': 'window'}, {'label': 'D', 'text': 'prison'}, {'label': 'E', 'text': 'nuclear power plant'}], 'stem': 'Where is the control room that controls a PWR located?'}",control room,Where is the control room that controls a PWR located?,"A: building, B: factory, C: window, D: prison, E: nuclear power plant"
A,f192cfacbaa2f7e0e879f673c8e076a7,"{'question_concept': 'steakhouse', 'choices': [{'label': 'A', 'text': 'texas'}, {'label': 'B', 'text': 'building'}, {'label': 'C', 'text': 'kansas city'}, {'label': 'D', 'text': 'maine'}, {'label': 'E', 'text': 'falling down'}], 'stem': 'Where are the most famous BBQ steakhouses in america?'}",steakhouse,Where are the most famous BBQ steakhouses in america?,"A: texas, B: building, C: kansas city, D: maine, E: falling down"
E,2f8b35d352097cc9277599be49fab0b3,"{'question_concept': 'gong', 'choices': [{'label': 'A', 'text': 'orchestra'}, {'label': 'B', 'text': 'church'}, {'label': 'C', 'text': 'chinese temple'}, {'label': 'D', 'text': 'chinatown'}, {'label': 'E', 'text': 'music store'}], 'stem': 'I want to buy a gong, where should I look for one?'}",gong,"I want to buy a gong, where should I look for one?","A: orchestra, B: church, C: chinese temple, D: chinatown, E: music store"
D,a4b4242fab25e86a9d7ffedcaecdcdbe,"{'question_concept': 'pamphlets', 'choices': [{'label': 'A', 'text': 'library'}, {'label': 'B', 'text': 'health department'}, {'label': 'C', 'text': 'mail box'}, {'label': 'D', 'text': 'drawer'}, {'label': 'E', 'text': 'bookstore'}], 'stem': 'Where is a good place to store pamphlets in your home or office?'}",pamphlets,Where is a good place to store pamphlets in your home or office?,"A: library, B: health department, C: mail box, D: drawer, E: bookstore"
D,4536489e5d8e02aadc3fcc7a55effe20,"{'question_concept': 'maps', 'choices': [{'label': 'A', 'text': 'bookstore'}, {'label': 'B', 'text': 'library'}, {'label': 'C', 'text': 'electrical circuit'}, {'label': 'D', 'text': 'cabinet'}, {'label': 'E', 'text': 'important when traveling'}], 'stem': 'Where would you get some maps that you own?'}",maps,Where would you get some maps that you own?,"A: bookstore, B: library, C: electrical circuit, D: cabinet, E: important when traveling"
C,0854478d174c9127064f0d4b58df7e62,"{'question_concept': 'hamburger', 'choices': [{'label': 'A', 'text': 'resturant'}, {'label': 'B', 'text': 'fast food restaurant'}, {'label': 'C', 'text': 'mouth'}, {'label': 'D', 'text': 'kitchen'}, {'label': 'E', 'text': 'pizza'}], 'stem': 'Where is a good place to put a hamburger?'}",hamburger,Where is a good place to put a hamburger?,"A: resturant, B: fast food restaurant, C: mouth, D: kitchen, E: pizza"
B,4b7d1b70060cd1f1a7321795f62a7325,"{'question_concept': 'steel pen', 'choices': [{'label': 'A', 'text': 'car shop'}, {'label': 'B', 'text': 'desk drawer'}, {'label': 'C', 'text': 'car.'}, {'label': 'D', 'text': 'warehouse'}, {'label': 'E', 'text': 'hand'}], 'stem': 'Where is a handy place to store a steel pen in your office?'}",steel pen,Where is a handy place to store a steel pen in your office?,"A: car shop, B: desk drawer, C: car., D: warehouse, E: hand"
C,1f3ccb722600da7d862531416934949a,"{'question_concept': 'trumpet', 'choices': [{'label': 'A', 'text': 'music store'}, {'label': 'B', 'text': 'bass'}, {'label': 'C', 'text': 'brass band'}, {'label': 'D', 'text': 'orchestra'}, {'label': 'E', 'text': 'marching band'}], 'stem': 'Where would you hear a trumpet along with other instruments made from the same material?'}",trumpet,Where would you hear a trumpet along with other instruments made from the same material?,"A: music store, B: bass, C: brass band, D: orchestra, E: marching band"
A,46ba5d2b8cfc6708e5e2618568d8730e,"{'question_concept': 'audience', 'choices': [{'label': 'A', 'text': 'concert hall'}, {'label': 'B', 'text': 'museum'}, {'label': 'C', 'text': 'school'}, {'label': 'D', 'text': 'hockey game'}, {'label': 'E', 'text': 'sporting event'}], 'stem': 'The audience listened to the orchestra play, where were they watching the performance?'}",audience,"The audience listened to the orchestra play, where were they watching the performance?","A: concert hall, B: museum, C: school, D: hockey game, E: sporting event"
C,e211b1a3f3401d164c8b0bfc10160caa,"{'question_concept': 'ticket', 'choices': [{'label': 'A', 'text': 'lottery'}, {'label': 'B', 'text': ""person's hand""}, {'label': 'C', 'text': 'baseball stadium'}, {'label': 'D', 'text': 'movie'}, {'label': 'E', 'text': 'kitchen'}], 'stem': 'If you have a ticket and you are planning to eat hot dogs, where would you go?'}",ticket,"If you have a ticket and you are planning to eat hot dogs, where would you go?","A: lottery, B: person's hand, C: baseball stadium, D: movie, E: kitchen"
E,fce1c5d069758aea57a787fc98dcf7a9,"{'question_concept': 'fruit', 'choices': [{'label': 'A', 'text': 'san francisco'}, {'label': 'B', 'text': 'refrigerator'}, {'label': 'C', 'text': 'big box retailer'}, {'label': 'D', 'text': 'tree'}, {'label': 'E', 'text': 'market'}], 'stem': 'Where is a great place to buy fresh fruit?'}",fruit,Where is a great place to buy fresh fruit?,"A: san francisco, B: refrigerator, C: big box retailer, D: tree, E: market"
B,c0d75f9fbf30aa3a612f16edb20d6b8d,"{'question_concept': 'paperwork', 'choices': [{'label': 'A', 'text': 'desk'}, {'label': 'B', 'text': 'meeting'}, {'label': 'C', 'text': 'office'}, {'label': 'D', 'text': 'table'}, {'label': 'E', 'text': 'work'}], 'stem': 'The man took paperwork to other people to consult over it, where was he heading?'}",paperwork,"The man took paperwork to other people to consult over it, where was he heading?","A: desk, B: meeting, C: office, D: table, E: work"
A,111501a49dd41ceed9c2073eed5d2b72,"{'question_concept': 'god', 'choices': [{'label': 'A', 'text': 'heaven'}, {'label': 'B', 'text': 'church'}, {'label': 'C', 'text': 'imagination'}, {'label': 'D', 'text': 'synagogue'}, {'label': 'E', 'text': 'monastery'}], 'stem': 'I you believe in god, where will you go when you die?'}",god,"I you believe in god, where will you go when you die?","A: heaven, B: church, C: imagination, D: synagogue, E: monastery"
C,5c2bc4335c8860342ec2d568ceb6ac6b,"{'question_concept': 'shelf', 'choices': [{'label': 'A', 'text': 'refrigerator'}, {'label': 'B', 'text': 'bookstore'}, {'label': 'C', 'text': 'cupboard'}, {'label': 'D', 'text': 'school building'}, {'label': 'E', 'text': 'wardrobe'}], 'stem': 'Where is a shelf likely to be hidden behind a door?'}",shelf,Where is a shelf likely to be hidden behind a door?,"A: refrigerator, B: bookstore, C: cupboard, D: school building, E: wardrobe"
E,520b0eea9148e3cb4d45aa69a55491eb,"{'question_concept': 'cold storage', 'choices': [{'label': 'A', 'text': 'ice pack'}, {'label': 'B', 'text': 'freezer'}, {'label': 'C', 'text': 'laboratory'}, {'label': 'D', 'text': 'warehouse'}, {'label': 'E', 'text': 'refrigerator'}], 'stem': 'What kind of cold storage could you find in your house?'}",cold storage,What kind of cold storage could you find in your house?,"A: ice pack, B: freezer, C: laboratory, D: warehouse, E: refrigerator"
A,ef6ede0af827ddd1dc7bbeb36a6fdd22,"{'question_concept': 'restaurant', 'choices': [{'label': 'A', 'text': 'big city'}, {'label': 'B', 'text': 'town'}, {'label': 'C', 'text': 'small town'}, {'label': 'D', 'text': 'canada'}, {'label': 'E', 'text': 'yellow pages'}], 'stem': 'Where could you go to between 1000 and 10000 restaurant?'}",restaurant,Where could you go to between 1000 and 10000 restaurant?,"A: big city, B: town, C: small town, D: canada, E: yellow pages"
D,c3b7f4196b12714940ac1b9417194df4,"{'question_concept': 'platform', 'choices': [{'label': 'A', 'text': 'below'}, {'label': 'B', 'text': 'arena'}, {'label': 'C', 'text': 'concert hall'}, {'label': 'D', 'text': 'museum'}, {'label': 'E', 'text': 'building'}], 'stem': 'Where is a statute found on a platform?'}",platform,Where is a statute found on a platform?,"A: below, B: arena, C: concert hall, D: museum, E: building"
C,5d03ad171fd661a28da5b6eb79967a6b,"{'question_concept': 'round brush', 'choices': [{'label': 'A', 'text': 'hair brush'}, {'label': 'B', 'text': 'ladies bathroom'}, {'label': 'C', 'text': 'art supplies'}, {'label': 'D', 'text': 'shower'}, {'label': 'E', 'text': 'hair salon'}], 'stem': ""If it's not used for hair a round brush is an example of what?""}",round brush,If it's not used for hair a round brush is an example of what?,"A: hair brush, B: ladies bathroom, C: art supplies, D: shower, E: hair salon"
B,c96a86957a9ab1d8ca0aeeb7f040d87a_1,"{'question_concept': 'dictionary', 'choices': [{'label': 'A', 'text': 'pocket'}, {'label': 'B', 'text': 'classroom'}, {'label': 'C', 'text': 'table'}, {'label': 'D', 'text': 'library'}, {'label': 'E', 'text': 'shelf'}], 'stem': 'There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?'}",dictionary,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?","A: pocket, B: classroom, C: table, D: library, E: shelf"
A,bee2a6eadfaf7a4fa0a214e341ddbe5b,"{'question_concept': 'music', 'choices': [{'label': 'A', 'text': 'silent'}, {'label': 'B', 'text': 'opera'}, {'label': 'C', 'text': 'silence'}, {'label': 'D', 'text': 'television'}, {'label': 'E', 'text': 'elevator'}], 'stem': 'If you turn off the music in a room with no other noise that room would be what?'}",music,If you turn off the music in a room with no other noise that room would be what?,"A: silent, B: opera, C: silence, D: television, E: elevator"
D,2f97a77d155cb99092e8a7c055737b03_1,"{'question_concept': 'fast food restaurant', 'choices': [{'label': 'A', 'text': 'new york'}, {'label': 'B', 'text': 'blocks of flats'}, {'label': 'C', 'text': 'center of town'}, {'label': 'D', 'text': 'america'}, {'label': 'E', 'text': 'big cities'}], 'stem': 'In what country are the most fast food restaurants?'}",fast food restaurant,In what country are the most fast food restaurants?,"A: new york, B: blocks of flats, C: center of town, D: america, E: big cities"
D,060cad0d3c007ceb151db9907bfcb214,"{'question_concept': 'central passage', 'choices': [{'label': 'A', 'text': 'tomb'}, {'label': 'B', 'text': 'arena'}, {'label': 'C', 'text': 'access rooms'}, {'label': 'D', 'text': 'public building'}, {'label': 'E', 'text': 'house'}], 'stem': 'Where would walk through a central passage to catch an elevator?'}",central passage,Where would walk through a central passage to catch an elevator?,"A: tomb, B: arena, C: access rooms, D: public building, E: house"
D,29c2cc0ba85b4afb9c9d29801469a68f,"{'question_concept': 'potato', 'choices': [{'label': 'A', 'text': ""farmer's market""}, {'label': 'B', 'text': 'grocery bag'}, {'label': 'C', 'text': 'pantry'}, {'label': 'D', 'text': 'bushel basket'}, {'label': 'E', 'text': 'fridge'}], 'stem': 'A potato is kept in the cellar, where is likely to be stored?'}",potato,"A potato is kept in the cellar, where is likely to be stored?","A: farmer's market, B: grocery bag, C: pantry, D: bushel basket, E: fridge"
D,839f3c37622c1ed5eebc9cd0b9d658e8,"{'question_concept': 'linen', 'choices': [{'label': 'A', 'text': 'hospital'}, {'label': 'B', 'text': 'chest'}, {'label': 'C', 'text': 'home'}, {'label': 'D', 'text': 'dresser drawers'}, {'label': 'E', 'text': 'cabinet'}], 'stem': 'Where can you store you spare linens near your socks?'}",linen,Where can you store you spare linens near your socks?,"A: hospital, B: chest, C: home, D: dresser drawers, E: cabinet"
D,07fd8b0aed06406fedb137d11b07a890,"{'question_concept': 'percussion instrument', 'choices': [{'label': 'A', 'text': 'own home'}, {'label': 'B', 'text': 'music store'}, {'label': 'C', 'text': 'marching band'}, {'label': 'D', 'text': 'orchestra'}, {'label': 'E', 'text': 'party'}], 'stem': 'Joe plays a percussion instrument in something.  What might be play in?'}",percussion instrument,Joe plays a percussion instrument in something.  What might be play in?,"A: own home, B: music store, C: marching band, D: orchestra, E: party"
D,ecbc1ab06ad1ed6c53e5293d7a90ebd3,"{'question_concept': 'silk', 'choices': [{'label': 'A', 'text': 'jean'}, {'label': 'B', 'text': 'mulberry tree'}, {'label': 'C', 'text': 'garments'}, {'label': 'D', 'text': 'expensive clothing'}, {'label': 'E', 'text': 'parachutes'}], 'stem': 'If you wanted to show off silk, what item could it be on?'}",silk,"If you wanted to show off silk, what item could it be on?","A: jean, B: mulberry tree, C: garments, D: expensive clothing, E: parachutes"
D,9a356ff463c042d04ba45bfd627bac20,"{'question_concept': 'information', 'choices': [{'label': 'A', 'text': 'park'}, {'label': 'B', 'text': 'internet'}, {'label': 'C', 'text': 'meeting'}, {'label': 'D', 'text': 'library'}, {'label': 'E', 'text': 'book'}], 'stem': 'Where is known to be a wealth of information?'}",information,Where is known to be a wealth of information?,"A: park, B: internet, C: meeting, D: library, E: book"
D,0a5c069836784c3d574828d85a20a074,"{'question_concept': 'drawer', 'choices': [{'label': 'A', 'text': 'file cabinet'}, {'label': 'B', 'text': 'nightstand'}, {'label': 'C', 'text': 'kitchen cabinet'}, {'label': 'D', 'text': 'office desk'}, {'label': 'E', 'text': 'the floor'}], 'stem': 'I saw the receptionist carelessly toss my resume into the drawer, where did I want it to end up?'}",drawer,"I saw the receptionist carelessly toss my resume into the drawer, where did I want it to end up?","A: file cabinet, B: nightstand, C: kitchen cabinet, D: office desk, E: the floor"
C,6c515b068b4d3aa88a5382224d9b866d,"{'question_concept': 'violin', 'choices': [{'label': 'A', 'text': 'school'}, {'label': 'B', 'text': 'string quartet'}, {'label': 'C', 'text': 'orchestra'}, {'label': 'D', 'text': 'kitchen'}, {'label': 'E', 'text': 'music room'}], 'stem': 'Where would you hear a violin along side many string and wind instruments?'}",violin,Where would you hear a violin along side many string and wind instruments?,"A: school, B: string quartet, C: orchestra, D: kitchen, E: music room"
E,e2ff952c17faf1c56a970502630d4c86,"{'question_concept': 'bottle', 'choices': [{'label': 'A', 'text': 'supermarket'}, {'label': 'B', 'text': 'diaper bag'}, {'label': 'C', 'text': 'liquor store'}, {'label': 'D', 'text': 'hollow log'}, {'label': 'E', 'text': 'medicine cabinet'}], 'stem': 'Her son scraped his knee, she fetched a bottle of peroxide from the what?'}",bottle,"Her son scraped his knee, she fetched a bottle of peroxide from the what?","A: supermarket, B: diaper bag, C: liquor store, D: hollow log, E: medicine cabinet"
